model,image_path,source,label_name,label,original_width,original_height,aigc_probability,threshold,pred,pred_name,correct,error_type,error_rank
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\25070761234eadcd2dee2130d2e3f40b.jpg,DALLE_Advanced,fake,1,1024,1024,6.197450602485333e-06,0.55657113,0,real,0,false_negative,17
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\25070761234eadcd2dee2130d2e3f40b.jpg,DALLE_Advanced,fake,1,1024,1024,6.197450602485333e-06,0.55657113,0,real,0,false_negative,18
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\928e04d07d53e5a65d0a27f093c04f70.jpg,DALLE_Advanced,fake,1,346,346,6.297945674305083e-06,0.55657113,0,real,0,false_negative,19
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\7f00f9e20b87d6e14709268b29b33482.jpg,DALLE_Advanced,fake,1,1024,1024,6.976539680181304e-06,0.55657113,0,real,0,false_negative,20
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\69e6d08125d402182dd6a9e14e5ee236.jpg,DALLE_Advanced,fake,1,1024,1024,8.617261300969403e-06,0.55657113,0,real,0,false_negative,21
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\284730af67d18cd1fdb82e6180a534ea.jpg,DALLE_Advanced,fake,1,1024,1024,9.839201084105298e-06,0.55657113,0,real,0,false_negative,22
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\f57e17b20967428e7eefe7f5331c8a17.jpg,DALLE_Advanced,fake,1,1024,1024,1.1811185686383396e-05,0.55657113,0,real,0,false_negative,23
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\f57e17b20967428e7eefe7f5331c8a17.jpg,DALLE_Advanced,fake,1,1024,1024,1.1811185686383396e-05,0.55657113,0,real,0,false_negative,24
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\f57e17b20967428e7eefe7f5331c8a17.jpg,DALLE_Advanced,fake,1,1024,1024,1.1811185686383396e-05,0.55657113,0,real,0,false_negative,25
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\f57e17b20967428e7eefe7f5331c8a17.jpg,DALLE_Advanced,fake,1,1024,1024,1.1811185686383396e-05,0.55657113,0,real,0,false_negative,26
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\9a9bb5b4a7d413d1cdfbd29d95bdbed9.jpg,DALLE_Advanced,fake,1,1024,1024,1.5483918105019256e-05,0.55657113,0,real,0,false_negative,27
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\97a5124901787262b8abc87ed828051e.jpg,DALLE_Advanced,fake,1,1024,1024,1.8015583918895572e-05,0.55657113,0,real,0,false_negative,28
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\97a5124901787262b8abc87ed828051e.jpg,DALLE_Advanced,fake,1,1024,1024,1.8015583918895572e-05,0.55657113,0,real,0,false_negative,29
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\97a5124901787262b8abc87ed828051e.jpg,DALLE_Advanced,fake,1,1024,1024,1.8015583918895572e-05,0.55657113,0,real,0,false_negative,30
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\97a5124901787262b8abc87ed828051e.jpg,DALLE_Advanced,fake,1,1024,1024,1.8015583918895572e-05,0.55657113,0,real,0,false_negative,31
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\bcd29500411351d7730010a3cd701682.jpg,DALLE_Advanced,fake,1,1024,1024,2.0769655748154037e-05,0.55657113,0,real,0,false_negative,32
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\bcd29500411351d7730010a3cd701682.jpg,DALLE_Advanced,fake,1,1024,1024,2.0769655748154037e-05,0.55657113,0,real,0,false_negative,33
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\bcd29500411351d7730010a3cd701682.jpg,DALLE_Advanced,fake,1,1024,1024,2.0769655748154037e-05,0.55657113,0,real,0,false_negative,34
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\bcd29500411351d7730010a3cd701682.jpg,DALLE_Advanced,fake,1,1024,1024,2.0769655748154037e-05,0.55657113,0,real,0,false_negative,35
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\1e8883a63767bac86fd4bf4d5918e7bb.jpg,DALLE_Advanced,fake,1,1024,1024,2.083144681819249e-05,0.55657113,0,real,0,false_negative,36
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\1e8883a63767bac86fd4bf4d5918e7bb.jpg,DALLE_Advanced,fake,1,1024,1024,2.083144681819249e-05,0.55657113,0,real,0,false_negative,37
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\1e8883a63767bac86fd4bf4d5918e7bb.jpg,DALLE_Advanced,fake,1,1024,1024,2.083144681819249e-05,0.55657113,0,real,0,false_negative,38
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\1e8883a63767bac86fd4bf4d5918e7bb.jpg,DALLE_Advanced,fake,1,1024,1024,2.083144681819249e-05,0.55657113,0,real,0,false_negative,39
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\63dd59c29b835849e37c51a1ed8939ce.jpg,DALLE_Advanced,fake,1,1024,1024,2.123181002389174e-05,0.55657113,0,real,0,false_negative,40
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\02db61a11c6e06c8231dcf9dd9db32ab.jpg,DALLE_Advanced,fake,1,1024,1024,2.4457167455693707e-05,0.55657113,0,real,0,false_negative,41
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\02db61a11c6e06c8231dcf9dd9db32ab.jpg,DALLE_Advanced,fake,1,1024,1024,2.4457167455693707e-05,0.55657113,0,real,0,false_negative,42
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\02db61a11c6e06c8231dcf9dd9db32ab.jpg,DALLE_Advanced,fake,1,1024,1024,2.4457167455693707e-05,0.55657113,0,real,0,false_negative,43
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\02db61a11c6e06c8231dcf9dd9db32ab.jpg,DALLE_Advanced,fake,1,1024,1024,2.4457167455693707e-05,0.55657113,0,real,0,false_negative,44
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\295380882b0adcc9d1eb9c8d3763d723.jpg,DALLE_Advanced,fake,1,1024,1024,2.584740832389798e-05,0.55657113,0,real,0,false_negative,45
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311011943129901ca391019566e\d7f10ab49457b8ee683c1ad905bd286e.jpg,DALLE_Advanced,fake,1,1024,1024,2.6912777684628963e-05,0.55657113,0,real,0,false_negative,46
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\80983e413542651fd01f2560e58a4f89.jpg,DALLE_Advanced,fake,1,1024,1024,3.120598921668716e-05,0.55657113,0,real,0,false_negative,47
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\80983e413542651fd01f2560e58a4f89.jpg,DALLE_Advanced,fake,1,1024,1024,3.120598921668716e-05,0.55657113,0,real,0,false_negative,48
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\80983e413542651fd01f2560e58a4f89.jpg,DALLE_Advanced,fake,1,1024,1024,3.120598921668716e-05,0.55657113,0,real,0,false_negative,49
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\80983e413542651fd01f2560e58a4f89.jpg,DALLE_Advanced,fake,1,1024,1024,3.120598921668716e-05,0.55657113,0,real,0,false_negative,50
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\b6b51493f8d094c279b4887d7a3b833e.jpg,DALLE_Advanced,fake,1,1024,1024,3.76277239411138e-05,0.55657113,0,real,0,false_negative,51
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\b6b51493f8d094c279b4887d7a3b833e.jpg,DALLE_Advanced,fake,1,1024,1024,3.76277239411138e-05,0.55657113,0,real,0,false_negative,52
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\f104d8a186f1cc92ce6b17b5d69506bd.jpg,DALLE_Advanced,fake,1,1024,1024,3.892212771461345e-05,0.55657113,0,real,0,false_negative,53
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\f104d8a186f1cc92ce6b17b5d69506bd.jpg,DALLE_Advanced,fake,1,1024,1024,3.892212771461345e-05,0.55657113,0,real,0,false_negative,54
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\f104d8a186f1cc92ce6b17b5d69506bd.jpg,DALLE_Advanced,fake,1,1024,1024,3.892212771461345e-05,0.55657113,0,real,0,false_negative,55
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\f104d8a186f1cc92ce6b17b5d69506bd.jpg,DALLE_Advanced,fake,1,1024,1024,3.892212771461345e-05,0.55657113,0,real,0,false_negative,56
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\0aee35fc128cdef24d5aa9f683a03370.jpg,DALLE_Advanced,fake,1,1024,1024,4.484610690269619e-05,0.55657113,0,real,0,false_negative,57
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\0aee35fc128cdef24d5aa9f683a03370.jpg,DALLE_Advanced,fake,1,1024,1024,4.484610690269619e-05,0.55657113,0,real,0,false_negative,58
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\0aee35fc128cdef24d5aa9f683a03370.jpg,DALLE_Advanced,fake,1,1024,1024,4.484610690269619e-05,0.55657113,0,real,0,false_negative,59
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\0aee35fc128cdef24d5aa9f683a03370.jpg,DALLE_Advanced,fake,1,1024,1024,4.484610690269619e-05,0.55657113,0,real,0,false_negative,60
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\202311070924598319e76b1a88ba6c\3664205ac8d22d8fa0ac4213f491542e.jpg,DALLE_Advanced,fake,1,1024,1024,4.8177378630498424e-05,0.55657113,0,real,0,false_negative,61
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231102143933b82206831d45b85d\c0886b89641131358d932f1d4d5086f0.jpg,DALLE_Advanced,fake,1,1024,1024,5.0135211495216936e-05,0.55657113,0,real,0,false_negative,62
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\2023110215025084768300d30fc34f\c0886b89641131358d932f1d4d5086f0.jpg,DALLE_Advanced,fake,1,1024,1024,5.0135211495216936e-05,0.55657113,0,real,0,false_negative,63
baseline2_njr,E:\TikTokTechJam\Track5Data(1)\Track5Data\official_demo_validation\fake\Advanced\DALLE3\dalle3\20231103102150b17aad067ad7e034\c0886b89641131358d932f1d4d5086f0.jpg,DALLE_Advanced,fake,1,1024,1024,5.0135211495216936e-05,0.55657113,0,real,0,false_negative,64
